longitude,latitude,American Crow,Belted Kingfisher,Blue Jay,Blue-gray Gnatcatcher,Brown Pelican,Brown Thrasher,Carolina Chickadee,Carolina Wren,Common Grackle,Double-crested Cormorant,Downy Woodpecker,Eastern Bluebird,Eastern Phoebe,Eastern Towhee,European Starling,Fish Crow,Forster's Tern,Gray Catbird,Great Blue Heron,Great Crested Flycatcher,Great Egret,House Finch,House Sparrow,Killdeer,Laughing Gull,Little Blue Heron,Marbled Godwit,Mourning Dove,Northern Cardinal,Northern Mockingbird,Osprey,Pine Warbler,Red-bellied Woodpecker,Red-winged Blackbird,Ring-billed Gull,Royal Tern,Ruby-crowned Kinglet,Ruby-throated Hummingbird,Sanderling,Snowy Egret,Tufted Titmouse,Turkey Vulture,White Ibis,White-eyed Vireo,Willet,Yellow-rumped Warbler
-87.09509109620248,31.019452031953374,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-87.06477217266371,31.03029798628889,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-87.03445820044689,31.04114251960318,2980.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,2.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-87.00414048853403,31.051971638322723,2980.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.97382026018876,31.06279759996331,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.94348842463056,31.073612629073928,2980.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.91316072151584,31.08442395571612,2980.0,2.0,2980.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,54.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.88283491340381,31.095220105191792,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.85250045746396,31.106012538676747,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.82216731783976,31.11680067796761,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.79182906734322,31.127577662522373,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.76149051480228,31.13834553008433,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,2980.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.73115136011606,31.1491030981652,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.70080583505307,31.1598617665716,2980.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,54.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.67045498513687,31.17060054960966,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.64010560058433,31.18134561320601,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.60975484389755,31.192069145891228,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,2.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,147.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,19.0,19.0,19.0,6.0,2.0,147.0
-86.5794015922354,31.20279478476139,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,19.0,19.0,19.0,6.0,2.0,147.0
-86.54903992515095,31.213505384999372,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.51868012524757,31.224218348565657,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.48831886117577,31.234911969019496,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.45795292664063,31.245606397041975,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-86.42758747490329,31.25628108420131,8102.0,2.0,2980.0,6.0,54.0,19.0,402.0,54.0,54.0,54.0,19.0,54.0,6.0,6.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,1096.0,6.0,0.0,402.0,8102.0,402.0,6.0,6.0,19.0,402.0,6.0,19.0,6.0,19.0,6.0,6.0,54.0,19.0,19.0,6.0,2.0,147.0
-89.78308230167487,29.989365034625923,54.0,2.0,402.0,6.0,2980.0,19.0,54.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.75932802892675,30.37724460793573,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.7291627776734,30.38852123651682,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.69899525737816,30.399787646349093,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.66882688533225,30.41105143043951,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.63865649209333,30.422297943425935,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.60847734762774,30.43353900933644,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.57830321060543,30.44477616728774,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.54812320129396,30.456009929736943,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.51794816192778,30.46722770213149,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.48775818367017,30.478438273115053,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.45756895416692,30.489642330630563,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.42737816537397,30.500844303862728,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.39718532156245,30.512036811260383,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.36698737698346,30.523217590968404,147.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,54.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.3367860506717,30.53438967065859,147.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,54.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.30657893440275,30.54555808276221,147.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,54.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.276384058744,30.556721378223827,147.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,54.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.24617259445616,30.56786662791688,147.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,54.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.21596333842781,30.57900381906044,147.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,54.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.18574925484029,30.590146238736885,147.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,54.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.15553122707118,30.601277894161193,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.12531468398265,30.61239312487557,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.09509196811732,30.623500863791467,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.06487042498861,30.634615147754683,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-88.03463636277444,30.64570715598363,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,54.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.97417554138094,30.66787474296728,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,147.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.94394009349442,30.67895790411161,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,147.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.91370222350487,30.690019404620553,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,147.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.88346189084007,30.701072190716115,54.0,2.0,402.0,6.0,2980.0,19.0,147.0,147.0,54.0,147.0,6.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,147.0,147.0,19.0,59873.0,2.0,0.0,1096.0,2980.0,402.0,19.0,6.0,19.0,2980.0,19.0,54.0,6.0,19.0,54.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.85321355607746,30.712125993195308,402.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.82296693857201,30.72316987973798,402.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,22025.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.7927207595628,30.734202863625164,402.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.76246620761292,30.74523018197449,402.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.73221441485005,30.75625585633252,402.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.70195655973434,30.767261567066708,402.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,8102.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.671695444745,30.778263972779666,402.0,2.0,1096.0,6.0,402.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.6414335359162,30.789262404929396,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,147.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.61116346785316,30.800247566494225,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.58089596999184,30.811225393757564,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.55062912124042,30.822199298668863,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.52035293824594,30.8331648496214,402.0,2.0,1096.0,6.0,147.0,19.0,147.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,402.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
-87.49007837480774,30.844116069769925,1096.0,2.0,1096.0,6.0,147.0,19.0,402.0,147.0,54.0,54.0,19.0,147.0,6.0,19.0,402.0,54.0,6.0,6.0,19.0,6.0,19.0,402.0,1096.0,6.0,8102.0,0.0,0.0,1096.0,22025.0,402.0,6.0,6.0,54.0,402.0,19.0,19.0,6.0,19.0,19.0,6.0,54.0,19.0,19.0,6.0,6.0,147.0
